Index,Original string,Book Title,Author,Publishing Place,Hebrew Calendar Year,Gregorian Calendar Year,Size,book id,api_title,api_record_id,api_id,api_publisher,api_date,api_author
4423_LS,"ד""י. בתוס' ח""ב. עשרת הדברים. עם ""נתיבות שמואל"" הוספות ותקונים. לה""ר שמואל שענבלום. לעמבערג. 1860 .2",,שמואל שענבלום,לעמבערג,,1860,2,,,,,,,
4433_LS,"ד""י. ח""ב עם ביאור לה""ר מאיר יונה אבד""ק סוויסלאץ. ווילנא. 1874 .2",,,ווילנא,,1874,2,,,,,,,
4437_LS,"ד""י. ח""א. (ב""ב). ווארשא. 1883-5 .2",,,ווארשא,,1883,2,,,,,,,
4440_LS,"עיטור סופרים. ותקוני שטרות. תבנית אגרות ומכתבים. ונוסחי שטרות. וחמשה שערים במלאכת המספר. הוראדנא. תקנ""ז. 1797 .8",עיטור סופרים,,הוראדנא,"תקנ""ז",1797,8,,,,,,,
4448_LS,"עטרות יהושע. ה""ר ירוחם פישל מביאליסטאק. על שו""ע אה""ע. ווילנא. תרמ""ב. 1882 .2",עטרות יהושע,ירוחם פישל מביאליסטאק,ווילנא,"תרמ""ב",1882,2,,"עטרות יהושע : חדושים ובאורים על שם אבן העזר / אשר ... לקטתי ראשונים ואחרונים ... ירוחם פישל ב""ר יהושע ונלוה אליו קונטרס אבי הכהן קצת חדושי מס' חולין וחדושי יורה דעה מחתני.",990012046130205171,https://www.nli.org.il/en/books/NNL_ALEPH990012046130205171,"ווילנא : יהודה ליב מ""ץ","תרמ""ב","הרשטין, ירוחם פישל בן יהושע$$Qהרשטין, ירוחם פישל בן יהושע"
4456_LS,"עטרת אליהו. ה""ר אליהו ז""ק שידלוב. על מס' זבחים. מנחות. תמורה. ותוספתא דזבחים. פיורדא. תקל""ו. 1776 .4",עטרת אליהו,"אליהו ז""ק שידלוב",פיורדא,"תקל""ו",1776,4,,,,,,,
4463_LS,"עטרת זקנים. השר דון יצחק אברבנאל. מחקר עיוני על פסוק הנה אנכי שולח מלאך... ובסופו צורת היסודות. (מ""ע ראש אמנה). סביוניטה. שי""ן. 1557 .4",עטרת זקנים,,סביוניטה,,1557,4,,עטרת זקנים : עוד למד דעת ... מה הם צורו' היסודות ... / חברו ... דון יצחק אבראבניאל ...,990010886970205171,https://www.nli.org.il/en/books/NNL_ALEPH990010886970205171,סביוניטה : בבית טוביה פואה,"שי""ז","פואה, טוביה בן אליעזר (פעל במאה ה-16 מדפיס)$$Qפואה, טוביה בן אליעזר"
4470_LS,"ד""י. אמשטרדם. תצ""ט. 1739 .8",,,אמשטרדם,,1739,8,,,,,,,
4474_LS,"ד""י. בלי צורת היסודות. (מ""ע חזות קשה). סביוניטה. שי""ז. 1557 .4",בלי צורת היסודות,"(מ""ע",סביוניטה,,1557,4,,,,,,,
4481_LS,"עטרת יוסף. ה""ר יוסף אבד""ק ליסקאווי. קבלה. (מ""ע הגלגולים). זאלקווי. תקל""ח. 1778 .4",עטרת יוסף,"יוסף אבד""ק ליסקאווי",זאלקווי,"תקל""ח",1778,4,,,,,,,
4489_LS,"עטרת ישועה. ה""ר יואל ב""ר יהושע העשיל. לקוטים בערכין כס' א""ב על שמות השי""ת והתורה והאבות. מתלמוד ומדרש וזהר. ווילנא. תקנ""ט. 1799 .4",עטרת ישועה,"יואל ב""ר יהושע העשיל",ווילנא,"תקנ""ט",1799,4,,,,,,,
4497_LS,"עטרת פז. ה""ר פנחס זעליג. על הרא""ש מס' נשים. פפד""מ. תקכ""ח. 1768 .2",עטרת פז,פנחס זעליג,,"תקכ""ח",1768,2,,"ספר עטרת פז : על הלכות נשיאת כפים וסדר ברכת כהנים / מאת הרב... מוה""ר פנחס זעליג הכהן שווארטץ..., יוצא לאור מחדש ע""י ב""א המחבר אליעזר עהרענרייך.",990008577850205171,https://www.nli.org.il/en/books/NNL_ALEPH990008577850205171,ברוקלין ניו-יארק : חברה מפיצי תורה ממשפחת קול אריה,"תשל""ט","שווארטץ, פנחס זעליג בן נפתלי, הכהן, 1877-1944$$Qשווארטץ, פנחס זעליג בן נפתלי, הכהן, 1877-1944"
4504_LS,"עטרת פז. ה""ר פרץ זאבל איגר. חי' הלכות וביאורי פוסקים על מס' ביצה. אלטונא. תקפ""ג. 1823 .2",עטרת פז,פרץ זאבל איגר,אלטונא,"תקפ""ג",1823,2,,עטרת פז : חדושי הלכות ובאורי פוסקים על מסכת ביצה / אשר ... [חברתי] פרץ זאבל ... איגר ...,990011677320205171,https://www.nli.org.il/en/books/NNL_ALEPH990011677320205171,אלטונא : שמואל ויהודה בון,"תקפ""ג","איגר, פרץ זאבל בן יהודה ליב, 1769-1842$$Qאיגר, פרץ זאבל בן יהודה ליב, 1769-1842"
4512_LS,"עטרת צבי. ה""ר צבי הירש ב""ר עזריאל. על חו""מ. ושו""ת. ותקנות ד' ארצות. יעסניץ. תפ""ב. 1722 .2",עטרת צבי,"צבי הירש ב""ר עזריאל",,,1722,2,,"ספר עטרת צבי : כולל שעורים, הערות ובאורים בענינים שונים / ... צבי בלאאמו""ר... אליהו דרבקין.",990003833630205171,https://www.nli.org.il/en/books/NNL_ALEPH990003833630205171,בני ברק : [מוציא לאור לא ידוע],"תשמ""ה-תשנ""ז","דרבקין, צבי בן אליהו, 1933-$$Qדרבקין, צבי בן אליהו, 1933-"
4520_LS,"עטרת צבי. ה""ר יעקב מירער. על רש""י מנביאים וכתובים. ווילנא והוראדנא. תקצ""ד. 1834 .4",עטרת צבי,יעקב מירער,ווילנא,"תקצ""ד",1834,4,,,,,,,
4537_LS,"עטרת ראש. עטרת תפארת. מסגרת פז. ה""ר לוי אבד""ק קאדני. על מס' ברכות וס' זרעים. ועל מאמר חז""ל שכן מצינו בלחם הפנים פז. אמשטרדם. תקכ""ו. 1766 .4",לחם הפנים,"לוי אבד""ק קאדני",אמשטרדם,"תקכ""ו",1766,4,,,,,,,
4545_LS,"עטרת שאול. ה""ר שאול אבד""ק שאוולאן. על מס' חולין. וחי' מלוקטים על כמה מסכתות. ווילנא. תר""ב. 1841 .2",עטרת שאול,"שאול אבד""ק שאוולאן",ווילנא,"תר""ב",1841,2,,"ספר עטרת שאול : חיבור ... בחריפותו ... על מסכת חולין וחדושים מלוקטים על כמה מסכתות ומעט ... מחכמת המשולשים והאלגעברא ... / מאת הרב ... מו""ה שאול אבד""ק שאוולאן ...",990012087950205171,https://www.nli.org.il/en/books/NNL_ALEPH990012087950205171,ווילנא : מנחם מן ושמחה זימל,"תר""ב 1841","לוריא, שאול בן משה מישל$$Qלוריא, שאול בן משה מישל"
4554_LS,"עטרת שלמה. יקרה דחיה. אז תשמח. ה""ר יעקב ב""ר שלמה גלייוויץ. על שו""ע יו""ד. ופ' איזהו נשך. ודרושים. ברונא. תקמ""ח. 1788 .4",עטרת שלמה,"יעקב ב""ר שלמה גלייוויץ",,"תקמ""ח",1788,4,,ספר עטרת שלמה : ... הספדים ... דרשות וחידושי תורה ... / מאתי ... שלמה זלמן צבי ... אבראמאוויטש ...,990011032660205171,https://www.nli.org.il/en/books/NNL_ALEPH990011032660205171,פיעטרקוב : דפוס מרדכי צעדערבוים,"תרע""ג 1913","אברמוביץ, שלמה זלמן צבי$$Qאברמוביץ, שלמה זלמן צבי"
4563_LS,"עיון יעקב. ה""ר יעקב רישר. על עין יעקב. ופרקי אבות. ווילהרמש דארף. תפ""ט. 1729 .2",עיון יעקב,יעקב רישר,,,1729,2,,,,,,,
4571_LS,"עיון תפלה. להארמו""ר דוב בער מלאדי. (מ""ע ויכוחא רבה). ווארשא. תרל""ב. 1871 .8",ויכוחא רבה,"(מ""ע",ווארשא,"תרל""ב",1871,8,,,,,,,
4580_LS,"עיט צבוע. (ב""ה כ""א). ה' אברהם מאפו. (מ""ע דביר). ווילנא. תרי""ז-כ""א. 1857-61 .8",עיט צבוע,,ווילנא,"תרי""ז",1857,8,,,,,,,
4589_LS,"ד""י. ח""ג. ווילנא. תרכ""ג. 1863 .8",,,ווילנא,"תרכ""ג",1863,8,,,,,,,
4592_LS,"עין דור. (חסר השער). מוסר. ואח""ז כללי דקדוק. שקלאוו. תקמ""ג. 1783 .4",עין דור,,,"תקמ""ג",1783,4,,"חנה, עין דור.",990038475120205171,https://www.nli.org.il/en/archives/NNL_ARCHIVE_AL990038475120205171,,[ca. 1940-2009],
4608_LS,"עין המים. ה""ר בערוש פלאהם. הספר על הגרע""א. ברעסלויא. תקצ""ה. 1838 .8",עין המים,בערוש פלאהם,ברעסלויא,"תקצ""ה",1838,8,,,,,,,
4617_LS,"עין המים. ה""ר בערוש פלאהם. הספר על הגאון דובעריש מייזלש ז""ל אבד""ק ווארשא. לובלין. 1872 .8",עין המים,בערוש פלאהם,ווארשא,,1872,8,,,,,,,
4625_LS,"עין המים. ה""ר רפאל יעקב מנשה. על שו""ע יו""ד. ודרושים. שאלוניקי. תרי""ח. 1858 .2",עין המים,רפאל יעקב מנשה,שאלוניקי,"תרי""ח",1858,2,,,,,,,
4634_LS,"עין יהוסף. ה""ר יוסף הזן. על מס' בבא מציעא. אזמיר. תצ""ה. 1735 .2",עין יהוסף,יוסף הזן,,,1735,2,,ספר עין יהוסף : באור ... על מסכת בבא מציעא / חברו ... רבינו יוסף חזן ... נדפס מחדש בהגה[!] מדויקת ...,990019151420205171,https://www.nli.org.il/en/books/NNL_ALEPH990019151420205171,בני ברק : [מוציא לאור לא ידוע],"תשכ""ח-תש""ל","חזן, יוסף בן אליהו, 1618-1698$$Qחזן, יוסף בן אליהו, 1618-1698"
4643_LS,"עין יוסף. ה""ר יוסף חזן. דרשות עד פ' משפטים. אזמיר. תל""ה. 1675 .2",עין יוסף,יוסף חזן,,,1675,2,,,,,,,
4650_LS,"עין יעקב. עם פרש""י ותוס' וחי' הרמב""ן והריטב""א והר""ן ובית לחם יהודה לה""ר יהודה אריה ממורינא. ויניציאה. שפ""ה. 1625 .2",בית לחם יהודה,יהודה אריה ממורינא,ויניציאה,,1625,2,,,,,,,
4659_LS,"עין יעקב. (ד""ב). עם פרש""י ועין אברהם לה""ר אברהם שי""ק. קעניגסבערג. תר""ה. 1845 .12",עין יעקב,"אברהם שי""ק",קעניגסבערג,"תר""ה",1845,12,,,,,,,
4667_LS,"ד""י. עם כל המפרשים. וח""י קהלת שלמה. (ג""כ). סלאוויטא. תק""פ-א. 1820-1 .4",,,סלאוויטא,"תק""",1820,4,,,,,,,
4670_LS,"עין יעקב. (ח""כ). עם פרש""י ותוס'. וביאור ""עין אליהו"" לה""ר אליהו שי""ק אבד""ק זאגר חדש. ווילנא. תרכ""ט-ל""ד. 1869-74 .4",עין יעקב,"אליהו שי""ק אבד""ק זאגר חדש",ווילנא,"תרכ""ט",1869,4,,,,,,,
4679_LS,"עין יעקב. (ג""כ). עם פרש""י, ומהרש""א, ופתח עינים. וחי' מהר""ץ. וכו'. ווילנא. תרל""ז. 1876 .8",פתח עינים,"עם פרש""י, ומהרש""א, ו",ווילנא,"תרל""ז",1876,8,,,,,,,
4689_LS,"עין יעקב. (ג""כ). עם מפרשים. וארבע עשרה הוספות. ווילנא. תרמ""ג. 1883 .4",עין יעקב,,ווילנא,"תרמ""ג",1883,4,,,,,,,
4698_LS,"עין משפט. ה""ר אליקים מלונדון. דקדוק. (מ""ע עין הקורא). רעדלהיים. תקס""ג. 1803 .8",עין משפט,אליקים מלונדון,לונדון,"תקס""ג",1803,8,,,,,,,
4706_LS,"עין משפט. ה' שלום יעקב אברמויץ. על ספרות העברית והיהדות (מ""ע קונט' אלון מורה). זיטאמיר. תרכ""ז. 1867 .8",עין משפט,,זיטאמיר,"תרכ""ז",1867,8,,,,,,,
4714_LS,"עין משפט. ה""ר יהושע שטיינבערג. בקרת למאמר ה' פאפירנא בדבר הדרמה"". (מ""ע קנקן חדש מלא ישן). ווילנא. תרכ""ח. 1868 .8",עין משפט,יהושע שטיינבערג,ווילנא,"תרכ""ח",1868,8,,,,,,,
4722_LS,"עין משפט. ה""ר ישראל ראבינאוויץ. קיצור משו""ע חו""מ ח""א. לעמבערג. 1882 .4",עין משפט,ישראל ראבינאוויץ,לעמבערג,,1882,4,,,,,,,
4730_LS,"עין צופיה. הליכות ישראל ברוסיא ויחוסו למדינה ולמלכות מאת א""ר""ז. ווארשא. 1877 .8",עין צופיה,"א""ר""ז",ווארשא,,1877,8,,"עין צופיה : הליכות ישראל ברוסיא ויחוסו למדינה ולמלכות, ספרות הרוסית אדותיו, ותולדותיה על גורלו / מאת ארז.",990020485210205171,https://www.nli.org.il/en/books/NNL_ALEPH990020485210205171,ווארשא : דפוס גאלדמאן,"תרל""ז","צדרבוים, אלכסנדר בן יוסף, הלוי, 1816-1893$$Qצדרבוים, אלכסנדר בן יוסף, הלוי, 1816-1893"
4738_LS,"עין ראי. ה""ר דוד פייאצה. על תהלים. ליוורנו. תקפ""ט. 1829 .4",עין ראי,דוד פייאצה,ליוורנו,"תקפ""ט",1829,4,,ספר עין ראי : ... על הני מילי מעלייתא אשר שר לה' הנעים זמירות ישראל ... / [דוד פייאצה].,990020381370205171,https://www.nli.org.il/en/books/NNL_ALEPH990020381370205171,ליוורנו : דפוס אליעזר מנחם אוטולינגי,"כ'ג'נ'ו'ת' ע'ל'י' נהר [תקפ""ט]","אוטולינגי, אליעזר מנחם (מדפיס)$$Qאוטולינגי, אליעזר מנחם"
4746_LS,"עינות מים. ה""ר עזרא מלכי. דרושים. שאלוניקי. תקע""א. 1811 .2",עינות מים,עזרא מלכי,שאלוניקי,"תקע""א",1811,2,,,,,,,
5009_LS,"עיני משה. דברים נחומים. דברים טובים. משאת משה. הר""מ אלשיך. על רות. איכה. קהלת אסתר. ויניציאה. שס""ו. 1606 .4",עיני משה,,ויניציאה,,1606,4,,"ספר עיני משה : ביאור מגלת רות / להחכם מוהר""ר משה אלשיך ; תודות נתן לאל שככ""ה זיכנו על ידי החכם כמהר""ר חיים אלשיך בנו ; הוגה בעיון רב על ידי כמוהר""ר יצחק גרשון.",990010452200205171,https://www.nli.org.il/en/books/NNL_ALEPH990010452200205171,ויניציאה : דפוס זואן די גארה,"הנ'ש'י'א' [שס""א","דגארה, זואן (מדפיס)$$Qדגארה, זואן"
5018_LS,"עיר בנימין. (ראשון). ה""ר בנימין זאב וואלף. על אגדות ע""י ס' נשים וג' בבות. פפד""מ. תנ""ח. 1698 .2",עיר בנימין,בנימין זאב וואלף,,,1698,2,,,,,,,
5027_LS,"ד""י. עיר בנימין. שני. על אגדות תלמוד ירושלמי. (מ""ע הנ""ל). פיורדא. תפ""ב. 1722 .2",עיר בנימין,,פיורדא,,1722,2,,,,,,,
5035_LS,"עיר גבורים. ה' שמעון אליעזר פרידענשטיין. יכלכל קורות עיר הוראדנא מראשית ימי הוסדה. (מ""ע תולדות יעב""ץ). ווילנא. תר""מ. 1880 .8",עיר גבורים,,ווילנא,"תר""",1880,8,,,,,,,
5043_LS,"עיר דוד. ה""ר דוד כהן די לארא. ביאור מלות זרות מל' יון ורומי וכו' אשר בתלמוד ומדרשים. (מ""ע רינת דודים). אמשטרדם. ת""ט. 1649 .4",עיר דוד,דוד כהן די לארא,אמשטרדם,,1649,4,,,,,,,
5051_LS,"עיר דוד. ה""ר דוד לירא. דרושים. אמשטרדם. תע""ט. 1719 .2",עיר דוד,דוד לירא,אמשטרדם,,1719,2,,,,,,,
5068_LS,"עיר הצדק. ה""ר שמואל פריינד. קיצור סמ""ג. עם הגהות חי' וביאורים. פראג. תרכ""ד. 1863 .4",עיר הצדק,שמואל פריינד,פראג,"תרכ""ד",1863,4,,"ספר עיר הצדק : והוא קיצור סמ""ג / מרבינו משה [בן יעקב] מקוצי עם הגהות חידושים וביאורים ...",990018755150205171,https://www.nli.org.il/en/books/NNL_ALEPH990018755150205171,פראג : דפוס פריינד,"תרכ""ד 1863","פריינד, שמואל בן יששכר בר, 1794-1881$$Qפריינד, שמואל בן יששכר בר, 1794-1881"
5077_LS,"עיר הצדק. ה""ר יחיאל מתתיהו צונץ. תולדות רבני עיר קראקא... וציונים לנפשות גאוניה ונדיביה. לעמבערג. 1874 .8",עיר הצדק,יחיאל מתתיהו צונץ,קראקא,,1874,8,,,,,,,
5086_LS,"עיר מקלט. ה""ר דוד לידא. על תרי""ג מצות. דיהרנפורט. ת""נ. 1690 .4",עיר מקלט,דוד לידא,,"תרי""ג",1690,4,,עיר מקלט / ליעד שהם ; מספר יובל בן-עמי.,990037832440205171,https://www.nli.org.il/en/audio/NNL_ALEPH990037832440205171,תל אביב : iCast,20140101,"בן עמי, יובל (1976- דובר)$$Qבן עמי, יובל"
5095_LS,"עלה תרופה. ה""ר אברהם נאנסיך. לפאקקען. אם מותר להשתמש בתרופה חדשה מרופאי זמנינו. וחי' על פ""א ריש מס' ברכות. ודברי אגדה. לונדון. תקמ""ה. 1785 .8",עלה תרופה,אברהם נאנסיך,לונדון,"תקמ""ה",1785,8,,,,,,,
5102_LS,"עלות המנחה. או הבר מאשר. ה""ר שמואל רומאנילי. מליצה. עם ל' איטליאנו. וויען. 1793 .8",עלות המנחה,שמואל רומאנילי,וויען,,1793,8,,עלות המנחה : או חבר מאשר לכבוד חפת החתן ... ליפמן הירץ עם הכלה ... קארלוטא ארנשטאיין / מאת שמואל רומאנילי ...,990020710650205171,https://www.nli.org.il/en/books/NNL_ALEPH990020710650205171,ווין : קירצבעקישען שריפטען,17930101,"רומנלי, אהרן שמואל, 1757-1814$$Qרומנלי, אהרן שמואל, 1757-1814"
5110_LS,"עלי הדס. כוללים מאמרים מחכמי זמנינו ... (מ""ע בית המדרש). אדעסא. תרכ""ה. 1865 .8",בית המדרש,"(מ""ע",אדעסא,"תרכ""ה",1865,8,,,,,,,
5119_LS,"עליות אליהו. ה""ר יהושע העשיל לעווין. תולדות הגר""א ז""ל. ווילנא. תרט""ז. 1856 .8",עליות אליהו,יהושע העשיל לעווין,ווילנא,"תרט""ז",1856,8,,,,,,,
5127_LS,"עלילת שוא. אשר קרה לבני עמינו יושבי פראג נעתק מאת משה שמואל שפערלינג. (מ""ע נגינות ישראל). ווארשא. תרל""ח. 1878 .8",נגינות ישראל,משה שמואל שפערלינג,ווארשא,"תרל""ח",1878,8,,,,,,,
5134_LS,"עלים למבחן. ה""ר צבי הירש חן טוב. חי' אגדות והלכות. (מ""ע בכורי העתים החדשים). דאנציג. 1844 .8",בכורי העתים החדשים,צבי הירש חן טוב,,,1844,8,,,,,,,
5143_LS,"די'. (ח""ב). להנ""ל. נסיעתו בהודו ואוסטרלייען. (מ""ע ח""א). מייניץ. תרל""ד. 1874 .8",,,מייניץ,"תרל""ד",1874,8,,,,,,,
5145_LS,"עלים למבחן. ה""ר אברהם אהרן מנאווהרדאק. פלפולים ודרושים. (מ""ע זבחי תרועה). ווילנא. תרל""ב. 1871 .4",זבחי תרועה,אברהם אהרן מנאווהרדאק,ווילנא,"תרל""ב",1871,4,,,,,,,
5154_LS,"עלית קיר קטנה. ה""ר לוי קוזין. דרשות. ויניציאה. שצ""ו. 1636 .2",עלית קיר קטנה,לוי קוזין,ויניציאה,,1636,2,,,,,,,
5163_LS,"עמוד הימיני. ה""ר אברהם ב""ר אשר אנשיל. דרושים. (מ""ע עת רצון). מינסק. תקע""א. 1811 .4",עמוד הימיני,"אברהם ב""ר אשר אנשיל",,"תקע""א",1811,4,,"ספר עמוד הימיני : כולל בירורי הלכה בעניני מדינה, שו""ת וביאורי סוגיות בכמה מקצועות התורה / הכינותי ... שאול ... ישראלי ...",990011880420205171,https://www.nli.org.il/en/books/NNL_ALEPH990011880420205171,תל אביב : מורשת,"[תשכ""ו]","ישראלי, שאול בן בנימין, 1909-1995$$Qישראלי, שאול בן בנימין, 1909-1995"
5171_LS,"עמוד התוך. ה""ר יעקב ישעיה. הספד על שני גדולי הדור. (מ""ע משכיל לאיתן). תקע""ד. 1814 .4",משכיל לאיתן,יעקב ישעיה,,"תקע""ד",1814,4,,,,,,,
5188_LS,"עמודי בית ישראל. ה""ר ישראל הלוי אב""ד פאריצק. על הל' יו""ט והל' נדה. תקע""ח. 1818 .4",עמודי בית ישראל,"ישראל הלוי אב""ד פאריצק",,"תקע""ח",1818,4,,,,,,,
5196_LS,"עמודי גברא. ה""ר גדליה ב""ר אליעזר סג""ל. מוסר על שלשה עמודי עולם. תורה. עבודה. וגמ""ח. וכל דיני מעשר עני. זולצבאך. תקכ""ב. 1752 .8",עמודי גברא,"גדליה ב""ר אליעזר סג""ל",זולצבאך,"תקכ""ב",1752,8,,"ספר עמודי גברא : על שלשה עמודי עולם ... התורה ועבודה וגמילות חסדים ... / אשר איזן וחיבר ... מוהר""ר גדליה בהמנוח ... ר' אליעזר סג""ל דיין דק""ק באסקוויץ ... גם קיצר דיני מעשר ... וקיצור דיני צדקה וקרא אותו בשם מעשר עני ... עפ""י פוסקים ...",990018592540205171,https://www.nli.org.il/en/books/NNL_ALEPH990018592540205171,זולצבאך : דפוס משלם זלמן בן אהרן,"וב'י'ש'ר' [תקי""ב]","פרנקל, משלם זלמן בן אהרן (מדפיס)$$Qפרנקל, משלם זלמן בן אהרן"
5204_LS,"עמודי גולה. הנקרא ס' מצות קטן. (סמ""ק). רבינו יצחק מקורביל בעל התוס'. עם הגהות לה""ר יהושע צייטלעש משקלאוו. קאפוסט. תק""פ. 1820 .4",עמודי גולה,יהושע צייטלעש משקלאוו,,"תק""",1820,4,,ספר עמודי גולה : הם שבעה עמודי עולם ... אשר נקרא בשם ספר מצות קטן / רבינו יצחק מקורביל בעל התוספות.,990010501530205171,https://www.nli.org.il/en/books/NNL_ALEPH990010501530205171,ירושלים : [מוציא לאור לא ידוע],"תשמ""ז","יצחק בן יוסף, מקורביל$$Qיצחק בן יוסף, מקורביל"
5212_LS,"עמודי הלשון. ה""ר יואל בריל. דקדוק לשה""ק בל""א. ברלין. תקנ""ד. 1794 .4",עמודי הלשון,יואל בריל,ברלין,"תקנ""ד",1794,4,,"עמודי הלשון : ... לתועלת התלמידים החפצים ללמוד שפת עבר ... דיא עלעמענטע דער עברישן שפראכע נאך לאגישן פרינציפיען ענטוויקקלט, איין האנדבוך פיר לעהרער / פאן יואל ברי""ל ... נעבסט פאללשטענדיגן פאראדיגמן דער צייט-אונד נענווערטר.",990017509690205171,https://www.nli.org.il/en/books/NNL_ALEPH990017509690205171,ברלין : דפוס חברת חנוך נערים,"תקנ""ד",חברת חינוך נערים (ברלין) מדפיס
5221_LS,"ד""י. פראג. תקס""ג. 1803 .8",,,פראג,"תקס""ג",1803,8,,,,,,,
5227_LS,"עמודי העבודה. ה""ר אליעזר לאנדסהוטה. רשימת ראשי הפייטנים ומעט מתולדותיהם ע""ס אלפא ביתא עם מספר פיוטיהם. (מ""ע מבוא למחזור מנהג בני רומא). 12.",מבוא למחזור מנהג בני רומא,אליעזר לאנדסהוטה,,,,12,,,,,,,
5236_LS,"ד""י. ברלין. תרי""ז. 1857 .8",,,ברלין,"תרי""ז",1857,8,,,,,,,
5248_LS,"עמודי כסף. ה""ר שבתי הכהן. פלפולים להלכה. ווארשא. 1884 .2",עמודי כסף,שבתי הכהן,ווארשא,,1884,2,,,,,,,
5256_LS,"עמודי עולם. ה""ר שמואל שטרים. חי' הלכות ואגדות. בערלין. תק""א. 1741 .4",עמודי עולם,שמואל שטרים,,"תק""א",1741,4,,,,,,,
5265_LS,"עמודי שטים לבית הלוי. ה""ר לוי פאלאק. על ג' בבות שבועות וע""ז. פראג. תקנ""א. 1791 .2",עמודי שטים לבית הלוי,לוי פאלאק,פראג,"תקנ""א",1791,2,,,,,,,
5274_LS,"עמודי שש. ה""ר שלמה אפרים לונטשיץ. דרשות. אמשטרדם. תקל""ג. 1773 .4",עמודי שש,שלמה אפרים לונטשיץ,אמשטרדם,"תקל""ג",1773,4,,,,,,,
5282_LS,"עמודי שש. האמונה והבטחון להרמב""ם ז""ל. ס' הניקוד. סוד החשמל. מעין חכמה. פרקי היכלות לר""י כ""ג. מדרש כונן. לבוב. תקמ""ה. 1785 .4",האמונה והבטחון,,לבוב,"תקמ""ה",1785,4,,,,,,,
5290_LS,"עמודיה שבעה. ה""ר בצלאל מקאברין. דרושים. פראג. תל""ד. 1674 .4",עמודיה שבעה,בצלאל מקאברין,פראג,,1674,4,,"ספר עמודיה שבעה : דרושים ... בתורה בנביאים וכתובים ... / מפי ... מהורר בצלאל דרשן ... ק""ק סלוצק ...",990018501240205171,https://www.nli.org.il/en/books/NNL_ALEPH990018501240205171,"פראג : דפוס בני יהודה ב""ק","תל""ד","בצלאל בן שלמה, 1640-1691$$Qבצלאל בן שלמה, 1640-1691"
5299_LS,"עמל ותרצה. ה""ר שלום הכהן. שירת דודים בשלשה חלקים. רעדלהיים. 1812 .8",עמל ותרצה,שלום הכהן,,,1812,8,,עמל ותרצה : שירת דודים בשלשה חלקים לעמת המחברת המפוארת לישרים תהלה ... / מאת שלום הכהן.,990012555950205171,https://www.nli.org.il/en/books/NNL_ALEPH990012555950205171,RODELHEIM : W. Heidenheim,18120101,"היידנהיים, בנימין וולף בן שמשון (1757-1832 מדפיס)$$Qהיידנהיים, בנימין וולף בן שמשון"
5306_LS,"ד""י. (מ""ע שירים לשלמה). ווארשא. תרכ""ב. 1861 .12",,,ווארשא,"תרכ""ב",1861,12,,,,,,,
5310_LS,"עמק ברכה. ה""ר אברהם שעפטליש. דינים וטעמים על ברכות הנהנין וברכות התפלות. עם הגהות מבנו השל""ה. קראקא. שנ""ז. 1597 .4",עמק ברכה,אברהם שעפטליש,קראקא,,1597,4,,,,,,,
5323_LS,"עמק ברכה. ה""ר יחיאל איכל מנחם נחום. ס' סוגיות במס' ברכות. (מ""ע אמרי צרופה). לעמבערג. תקס""ה. 1808 .2",אמרי צרופה,יחיאל איכל מנחם נחום,לעמבערג,"תקס""ה",1808,2,,,,,,,
5332_LS,"עמק ברכה. ה""ר דוד פרידמאן אבד""ק קארלין. לבאר עניני החרם. יסודו וכחו ומשפטו. ונלוה אליו קונט' ""קרני ראם"" תשובה אחת מס' תשובת הרא""ם בנידון חרם. ירושלים. תרמ""א. 1881 .4",עמק ברכה,"דוד פרידמאן אבד""ק קארלין",ירושלים,"תרמ""א",1881,4,,,,,,,
5340_LS,"עמק הבכא. ה""ר שלמה זלמן מווילנא. הספד על מות הגאון ר' אברהם אבלי וה""ר משולם זלמן ב""ר יעקב אורי'. (מ""ע מורה דרך). ווילנא. תקצ""ו. 1836 .8",עמק הבכא,שלמה זלמן מווילנא,ווילנא,"תקצ""ו",1836,8,,,,,,,
5358_LS,"עמק הלכה. ה""ר יעקב קאפיל. ביאור על ש""ס בעניני חשבון. אמשטרדם. ת""ע. 1710 .4",עמק הלכה,יעקב קאפיל,אמשטרדם,,1710,4,,,,,,,
5366_LS,"עמק הלכה. וטעם מן. ה""ר מנחם מנלי. חי' הלכות ואגדות כס' התורה. פפד""מ. תק""ה. 1745 .2",עמק הלכה,מנחם מנלי,,"תק""ה",1745,2,,,,,,,
5373_LS,"עמק המלך. ה""ר נפתלי הירץ פראנקפורט. באר היטב ופי' על מאמרי הזהר וכל ספרי האר""י ז""ל. אמשטרדם. ת""ח. 1648 .2",באר היטב,נפתלי הירץ פראנקפורט,אמשטרדם,,1648,2,,,,,,,
5382_LS,"עמק יהושע. (ה""ר יהושע פלק). קושיות ותירוצים כס' הפרשיות. המבורג. תצ""ח. 1738 .8",עמק יהושע,,,,1738,8,,,,,,,
5391_LS,"עמק יהושפט. או החלירע. ה' אברהם ליב בנימינזאהן. זיטאמיר. תרל""ג. 1872 .8",עמק יהושפט,,זיטאמיר,"תרל""ג",1872,8,,,,,,,
